,x,y,CORE-TSO_country,CORE-TSO_tso,OSM_id,OSM_type,OSM_name,OSM_country,OSM_voltage,OSM_operator,OSM_alt_name,Comments
LESZNO,16.59008057856777,51.876277548328034,PL,PSE,148197330.0,Polygon,"Stacja elektroenergetyczna ""Leszno"" 220/110 kV",PL,220000;110000,PSE Operator,,
TUCZNAWA,19.331685555882856,50.37689556982401,PL,PSE,40946784.0,Polygon,Stacja elektroenergetyczna „Tucznawa” 400/110 kV,PL,400000;110000,PSE Operator,,
LAGISZA,19.141070938896583,50.35215116734192,PL,PSE,66161634.0,Polygon,"Stacja elektroenergetyczna ""Łagisza"" 400/220/110 kV",PL,400000;220000;110000,PSE,,
BYDGOSZCZ ZA,17.878034596572494,53.08870295866622,PL,PSE,255293400.0,Polygon,"Stacja elektroenergetyczna ""Bydgoszcz Zachód"" 400/110 kV",PL,400000;110000,PSE,,
KOMOROWICE,19.05330527978685,49.86220143567606,PL,PSE,98634956.0,Polygon,"Stacja elektroenergetyczna ""Komorowice"" 220/110 kV",PL,220000;110000,PSE Operator,,
PLEWISKA,16.779157205997596,52.36851025755978,PL,PSE,32036484.0,Polygon,"Stacja elektroenergetyczna ""Plewiska"" 400/220/110 kV",PL,400000;220000;110000,PSE,,
PRAGA,20.99508388259268,52.29267121628136,PL,PSE,25898810.0,Polygon,"Stacja elektroenergetyczna 220/110kV ""Praga""",PL,220000;110000,PSE,,
PASIKUROWICE,17.11912042279495,51.21375111784079,PL,PSE,79033485.0,Polygon,Stacja elektroenergetyczna „Pasikurowice” 400/110 kV,PL,400000;110000,PSE,,
ROKITNICA,18.77216949551305,50.365480493862336,PL,PSE,293489607.0,Polygon,"Stacja elektroenergetyczna ""Rokitnica"" 400/110kV",PL,400000;110000,PSE,,
ZUKOWICE,16.005950684800307,51.66237096144518,PL,PSE,180535363.0,Polygon,"Stacja elektroenergetyczna ""Żukowice"" 220/110 kV",PL,220000;110000,PSE,,
RZESZOW,21.87104688692253,50.1914848080771,PL,PSE,215282393.0,Polygon,Rzeszów Systemowa (Widełka) 750/400/110 kV,PL,750000;400000;110000,PSE,,
LOMZA SYSTEMOWA,22.134033499762115,53.09080706157127,PL,PSE,255972326.0,Polygon,"Stacja elektroenergetyczna 400kV ""Łomża""",PL,400000,PSE,,
ELK,22.323432766126924,53.77390586545076,PL,PSE,170259740.0,Polygon,"Stacja elektroenergetyczna ""Ełk"" 220/110 kV",PL,220000;110000,PSE Operator,,
TORUN ELANA,18.670449838790525,53.04472383649334,PL,PSE,143484238.0,Polygon,Stacja elektroenergetyczna „Toruń - Elana” 220/110 kV,PL,220000;110000,PSE/Energa,,
OSTROWIEC,21.4516948023896,50.938855065229454,PL,PSE,254235846.0,Polygon,"Stacja elektroenergetyczna ""Ostrowiec"" 400/110 kV",PL,400000;110000,PSE Operator,,
OSTROW WLKP,17.849223010647293,51.636052586860686,PL,PSE,255293403.0,Polygon,"Stacja elektroenergetyczna ""Ostrów"" 400/110 kV",PL,400000;110000,PSE Operator,,
WANDA,20.07890214513594,50.06150217323268,PL,PSE,115801644.0,Polygon,Stacja elektroenergetyczna „Wanda” 220/110 kV,PL,220000;110000,PSE Operator,,
T JOA-LAG,19.2454737,50.744001,PL,PSE,1830250162.0,Point,,PL,220000,,,Y-junction at 5.7 km from the station
CIEPLICE,15.684896999789046,50.88736124697264,PL,PSE,178756295.0,Polygon,"Stacja elektroenergetyczna ""Cieplice"" 220/110 kV",PL,220000;110000,PSE Operator,,
KOZIENICE,21.455742467284548,51.66246102784337,PL,PSE,173582810.0,Polygon,"Stacja elektroenergetyczna ""Kozienice"" 400/220/110 kV",PL,400000;220000;110000,PSE,,
MIKULOWA,15.11296631963804,51.09154883783439,PL,PSE,111615226.0,Polygon,Stacja elektroenergetyczna „Mikułowa” 400/220/110 kV,PL,400000;220000;110000,PSE,,
MORY,20.877574958108568,52.21445305544241,PL,PSE,29115701.0,Polygon,"Stacja elektroenergetyczna ""Mory"" 220/110kV",PL,220000;110000,PSE Operator,,
ZYDOWO,16.71025243083803,54.02414032705076,PL,PSE,178838661.0,Polygon,"Stacja elektroenergetyczna ""Żydowo"" 220/110 kV",PL,220000;110000,PSE; Energa Operator,,
DOBRZEN,17.87346504977899,50.74633138081378,PL,PSE,255277953.0,Polygon,"Stacja elektroenergetyczna ""Dobrzeń"" 400/110 kV",PL,400000;110000,PSE,,
GDANSK-BLONI,18.709677049525,54.33868183651549,PL,PSE,112614319.0,Polygon,"Stacja elektroenergetyczna ""Gdańsk Błonia"" 400/110 kV",PL,400000;110000,PSE Operator,,
LOSNICE,19.461943411466454,50.49680073184133,PL,PSE,153838553.0,Polygon,Stacja elektroenergetyczna „Łośnice” 220/110kV,PL,220000;110000,PSE,,
BUJAKOW,19.212740272336344,49.84240724337552,PL,PSE,44389929.0,Polygon,"Stacja elektroenergetyczna ""Bujaków"" 220kV",PL,220000,PSE Operator,,
ROGOWIEC,19.328538005835668,51.31611791431296,PL,PSE,293484891.0,Polygon,"Stacja elektroenergetyczna ""Rogowiec"" 400/220 kV",PL,400000;220000,PSE,,
KROMOLICE,17.168929726977442,52.28113422055839,PL,PSE,254938713.0,Polygon,Stacja elektroenergetyczna Kromolice 400/110kV,PL,400000;110000,PSE Operator,,
CHMIELOW,21.671551785693183,50.50415403072723,PL,PSE,191352746.0,Polygon,"Stacja elektroenergetyczna ""Chmielów"" 220/110 kV",PL,220000;110000,PSE Operator,,
ZABKOWICE,16.78993314638158,50.59405748814689,PL,PSE,179279860.0,Polygon,Stacja elektroenergetyczna „Ząbkowice” 220/110/20 kV,PL,220000;110000;20000,PSE Operator,,
CHELM,23.43955918731897,51.15826494421793,PL,PSE,194903381.0,Polygon,"Stacja elektroenergetyczna ""Chełm""  400/220/110 kV",PL,400000;220000;110000,PSE Operator,,
SOCHACZEW,20.258790558741964,52.23267589562565,PL,PSE,145037309.0,Polygon,"Stacja elektroenergetyczna ""Sochaczew"" 220/110kV",PL,220000;110000,PSE,,
KIELCE,20.41507740455554,50.89982876670864,PL,PSE,199098050.0,Polygon,"Stacja elektroenergetyczna ""Kielce"" 400/220kV",PL,400000;220000,PSE,,
GRUDZIADZ,18.80463282892572,53.44672924498167,PL,PSE,46092396.0,Polygon,"Stacja elektroenergetyczna ""Grudziądz - Węgrowo"" 400/220/110 kV",PL,400000;220000;110000,PSE;Energa,,
ANIOLOW,19.142315800066907,50.832052958127285,PL,PSE,216060722.0,Polygon,"Stacja elektroenergetyczna ""Aniołów"" 220/110 kV",PL,220000;110000,PSE,,
KOPANINA,18.84971302070724,50.13056123616063,PL,PSE,183945016.0,Polygon,"Stacja elektroenergetyczna ""Kopanina"" 220/110 kV",PL,220000;110000,PSE,,
ADAMOW,18.541920571654472,52.01204176350292,PL,PSE,171383831.0,Polygon,Stacja elektroenergetyczna Adamów 220/110 kV,PL,220000;110000,PSE Operator,,
SKAWINA,19.805877518997622,49.97486709403059,PL,PSE,189501431.0,Polygon,"Stacja elektroenergetyczna ""Skawina"" 400/220/110kV",PL,400000;220000;110000,PSE,,
PULAWY,21.98928904264888,51.4538001084897,PL,PSE,88544449.0,Polygon,"Stacja elektroenergetyczna ""Puławy"" 220kV",PL,220000,,,
KOKSOCHEMIA,19.344600788645018,50.3386737219444,PL,PSE,66051759.0,Polygon,"Stacja elektroenergetyczna ""Koksochemia"" 220kV",PL,220000;6000,Tauron,,
BYCZYNA,19.29211972431964,50.16377749744904,PL,PSE,133537926.0,Polygon,"Stacja elektroenergetyczna ""Byczyna"" 400kV",PL,400000;220000,Polskie Sieci Elektroenergetyczne S.A.,,
PODOLSZYCE,19.73578228780272,52.53669934860053,PL,PSE,171992870.0,Polygon,"Stacja elektroenergetyczna ""Podolszyce"" 220/110kV",PL,220000;110000,PSE Operator; Energa Operator,,
KATOWICE,19.05423240800362,50.2644010526001,PL,PSE,29139402.0,Polygon,"Stacja elektroenergetyczna ""Katowice"" 220/110/6 kV",PL,220000;110000;6000,PSE,,
GROSZOWICE,17.971418237642588,50.61335394011374,PL,PSE,336990960.0,Polygon,"Stacja Energetyczna ""Groszowice"" 220/110 kV",PL,220000;110000,PSE,,
PATNOW,18.234986535587893,52.30511153971919,PL,PSE,255284259.0,Polygon,"Stacja elektroenergetyczna ""Pątnów"" 400/220/110 kV",PL,400000;220000;110000,PSE Operator,,
TARNOW,20.965026750383405,49.969415990296376,PL,PSE,166710856.0,Polygon,Stacja elektroenergetyczna „Tarnów” 400/110 kV,PL,400000;110000,PSE Operator,,
RECLAW,14.6315775231112,53.8465928895421,PL,PSE,668348943.0,Polygon,Stacja Elektroenergetyczna 220kV Recław,PL,220000,PSE,,
WLOCLAWEK AZ,18.95947057401492,52.70064705446004,PL,PSE,72879943.0,Polygon,"Stacja elektroenergetyczna ""Włocławek Azoty"" 220/110 kV",PL,220000;110000,PSE S.A.;Energa Operator,,
PLOCK,19.719379564154703,52.635865678432125,PL,PSE,144646702.0,Polygon,Stacja elektroenergetyczna „Płock” 400/110 kV,PL,400000;110000,PSE,,
BLACHOWNIA,18.29380632473742,50.35908850899073,PL,PSE,185454704.0,Polygon,"Stacja elektroenergetyczna ""Blachownia"" 220/110kV",PL,220000;110000,,,
TREBACZEW,18.90783235080762,51.14274256996264,PL,PSE,171917072.0,Polygon,Stacja elektroenergetyczna „Trębaczew” 400/110 kV,PL,400000;110000,PSE Operator,,
ELK BIS,22.301919243682203,53.75760015497153,PL,PSE,303870256.0,Polygon,"Stacja elektroenergetyczna ""Ełk Bis"" 400 kV/110kV",PL,400000;110000,PSE Operator,,
WIELOPOLE,18.541038368045708,50.12301278797003,PL,PSE,139452056.0,Polygon,Stacja elektroenergetyczna „Wielopole” 400/220/110 kV,PL,400000;220000;110000,PSE,,
ROZKI,21.04642013923629,51.33802978021922,PL,PSE,189851841.0,Polygon,Stacja elektroenergetyczna „Rożki” 220/110 kV,PL,220000;110000,PSE,,
POREBA,19.273323035917063,50.00072414477518,PL,PSE,135598292.0,Polygon,Stacja elektroenergetyczna „Poręba” 220/110 kV,PL,220000;110000,PSE Operator,,
GDANSK PRZYJAZN,18.381472028189872,54.2816810773812,PL,PSE,385118244.0,Polygon,Stacja elektroenergetyczna 400kV Gdańsk Przyjaźń,PL,400000,PSE,,
RADKOWICE,20.5221169377679,50.78774967411353,PL,PSE,199098055.0,Polygon,"Stacja elektroenergetyczna ""Radkowice"" 220/110/15kV",PL,220000;110000,PSE,,
POLKOWICE,16.075549721007338,51.49638358417502,PL,PSE,180542657.0,Polygon,"Stacja elektroenergetyczna ""Polkowice"" 400/220/110 kV",PL,400000;220000;110000,TAURON Dystrybucja S.A.;PSE S.A.,,
KROSNO ISKRZYNIA,21.852623301641906,49.68822606456644,PL,PSE,166838338.0,Polygon,"Stacja elektroenergetyczna ""Krosno Iskrzynia"" 400/110 kV",PL,400000;110000,PSE Operator,,
BOGUSZOW,16.19083384324386,50.75265321396841,PL,PSE,177749653.0,Polygon,"Stacja elektroenergetyczna ""Boguszów"" 220/110 kV",PL,220000;110000,PSE Operator,,
JAMKI,19.269439178245506,50.32581589294389,PL,PSE,40946790.0,Polygon,"Stacja elektroenergetyczna ""Jamki"" 220/110kV",PL,220000;110000,PSE Operator,,
MILOSNA,21.2893728759338,52.22700520918752,PL,PSE,99593626.0,Polygon,"Stacja elektroenergetyczna ""Miłosna"" 400/220/110 kV",PL,400000;220000;110000,PSE Operator,,
PIASECZNO,21.03557235338903,52.09123327323909,PL,PSE,29098336.0,Polygon,Stacja elektroenergetyczna „Piaseczno” 220/110 kV,PL,220000;110000,PSE Operator,,
PILA KRZEWINA,16.87298410849672,53.07815904251689,PL,PSE,238640596.0,Polygon,"Stacja elektroenergetyczna ""Piła Krzewina"" 400/220/110 kV",PL,220000;110000,PSE Operator,,
ZAMOSC,23.29284043762008,50.716733403026254,PL,PSE,173613665.0,Polygon,Stacja elektroenergetyczna „Zamość” 220/110 kV,PL,220000;110000,PSE Operator,,
PIOTRKOW,19.683344233132587,51.42822568634959,PL,PSE,170316833.0,Polygon,Stacja elektroenergetyczna „Piotrków” 220/110 kV,PL,220000;110000,PSE Operator,,
WROCLAW,16.880479772466693,51.003252274936216,PL,PSE,154510504.0,Polygon,"Stacja elektroenergetyczna 400/110kV R-5 ""Wrocław"" WRC",PL,400000;110000,,,
PELPLIN,18.665356077972007,53.94534074658516,PL,PSE,385098015.0,Polygon,Stacja elektroenergetyczna 400/110 kV Pelplin,PL,400000;110000,PSE,,
MOSZCZENICA,18.563352576617675,49.94124088419604,PL,PSE,184899160.0,Polygon,Stacja elektroenergetyczna „Moszczenica” 220/110 kV,PL,220000;110000,PSE Operator,,
GDANSK,18.44123523121401,54.33756663385635,PL,PSE,154838041.0,Polygon,"Stacja elektroenergetyczna ""Gdańsk I"" 400/220/110 kV",PL,400000;220000;110000,PSE Operator,,
ABRAMOWICE,22.58402194850468,51.19630498107735,PL,PSE,170249563.0,Polygon,"Stacja elektroenergetyczna ""Abramowice"" 220/110 kV",PL,220000;110000,PSE Operator,,
CZECZOT,19.104863439664094,50.01815818403893,PL,PSE,291375946.0,Polygon,Stacja elektroenergetyczna „Czeczott” 220 kV,PL,220000,,,
ZARNOWIEC,18.10859095665534,54.71859755063522,PL,PSE,86494356.0,Polygon,"Stacja elektroenergetyczna ""Żarnowiec"" 400/110 kV",PL,400000;110000,PSE Operator;Energa,,
OLSZTYN,20.529140965866542,53.802992206483175,PL,PSE,101915790.0,Polygon,Stacja elektroenergetyczna „Olsztyn I” 220/110/15 kV,PL,220000;110000;15000,PSE Operator;Energa Operator,,
MOKRE,23.14775823108385,50.69844859276417,PL,PSE,170368942.0,Polygon,Stacja elektroenergetyczna „Mokre” 220/110 kV,PL,220000;110000,PSE Operator,,
MORZYCZYN,14.896377355401324,53.35462091183533,PL,PSE,32943179.0,Polygon,"Stacja elektroenergetyczna ""Morzyczyn"" 400/220/110 kV",PL,400000;220000;110000,PSE,,
LESNIOW,15.292937699624186,51.98842205235759,PL,PSE,158232924.0,Polygon,"Stacja elektroenergetyczna ""Leśniów"" 220/110 kV",PL,220000;110000,PSE Operator,,
BOGUCHWALA,21.93287743475052,49.99408092735244,PL,PSE,198635989.0,Polygon,"Stacja elektroenergetyczna ""Boguchwała"" 220/110 kV",PL,220000;110000;30000;15000,PSE,,
HUTA CZESTOCHOWA,19.16829759823186,50.776014765586616,PL,PSE,224727316.0,Polygon,"Stacja elektroenergetyczna ""Huta Częstochowa"" 220/110 kV",PL,220000;110000,,,
POZNAN PLD,16.91398189615853,52.3315036165421,PL,PSE,131120723.0,Polygon,Stacja elektroenergetyczna 220/110/15 kV Poznań Południe,PL,220000;110000,PSE Operator/Enea Operator Sp. z o.o.,,
KEDZIERZYN,18.25422389033667,50.317141030079824,PL,PSE,185459155.0,Polygon,"Stacja elektroenergetyczna ""Kędzierzyn"" 220/110kV",PL,220000;110000,,,
NAREW,23.046156900085947,53.0269912105674,PL,PSE,293489663.0,Polygon,Stacja elektroenergetyczna „Narew” 400/110 kV,PL,400000;110000,PSE Operator,,
T HAL-BYĆ,19.0843128,50.2039136,PL,PSE,474996916.0,Point,,PL,220000,,,Y-junction at 16.6 km from the station
KIELCE PIASKI,20.638267770805463,50.90471832201408,PL,PSE,228154083.0,Polygon,Stacja elektroenergetyczna „Kielce Piaski” 220/110/30/15kV,PL,220000;110000,PSE,,
PORABKA-ZAR,19.21180196925754,49.78038112150769,PL,PSE,98611253.0,Polygon,"Stacja elektroenergetyczna ""Porąbka Żar"" 220 kV",PL,220000,PSE,,
CZARNA,16.289638532652415,51.3920363713666,PL,PSE,154894455.0,Polygon,"Stacja elektroenergetyczna ""Czarna"" 400/110 kV",PL,400000;110000,Tauron Dysrybucja S.A.;PSE S.A.,,
WRZOSOWA,19.166540639360324,50.7539553687534,PL,PSE,217899005.0,Polygon,"Stacja elektroenergetyczna ""Wrzosowa"" 220/110 kV",PL,220000;110000,PSE Operator,,
POLICE,14.521960540559562,53.56435115061763,PL,PSE,165763717.0,Polygon,"Stacja elektroenergetyczna ""Police"" 220/110kV",PL,220000;110000,,,
KONIN,18.2703328221784,52.286669315448776,PL,PSE,216975352.0,Polygon,"Stacja elektroenergetyczna ""El. Konin"" 220/110 kV",PL,220000;110000,PSE Operator,,
Alba Iulia,23.57086222635117,46.08909998143602,RO,TEL,262942355.0,Polygon,Alba Iulia,RO,220000;110000,TEL,,
Mintia,22.831707548362505,45.916591069929446,RO,TEL,97402111.0,Polygon,Mintia,RO,400000;220000,TEL,,
Fundeni ,26.169639820807664,44.4567647432574,RO,TEL,24710999.0,Polygon,Fundeni,RO,220000,TEL,,
Munteni,27.72507830392045,46.62345450834526,RO,TEL,198276673.0,Polygon,Munteni,RO,220000,TEL,,
d. Mostistea,26.2261331828458,44.390715477629534,RO,TEL,28249822.0,Polygon,d. Mostistea,RO,220000,TEL,,
Darste,25.65176666636224,45.624753381494266,RO,TEL,198333299.0,Polygon,Statia de transformare Dârste 400/110kV,RO,400000;110000,TRANSELECTRICA S.A.,,
Cernavoda,28.06491032487836,44.32386157315381,RO,TEL,100654585.0,Polygon,Cernavodă,RO,400000,TEL,,
Lacu Sarat,27.85553151895673,45.22323473923632,RO,TEL,196672665.0,Polygon,Lacu Sărat,RO,400000;220000;110000,TEL,,
Pelicanu,27.345804973215643,44.24025394417741,RO,TEL,57888909.0,Polygon,Pelicanu,RO,400000,TEL,,
Sibiu Sud ,24.194666893102585,45.78549161911413,RO,TEL,196654321.0,Polygon,Sibiu Sud,RO,400000;220000,TEL,,
Tulcea Vest,28.75877050035252,45.15199284836017,RO,TEL,224849342.0,Polygon,Tulcea Vest,RO,400000;110000;20000,Transelectrica,,
Raureni,24.339494664975152,45.06340971441264,RO,TEL,208294496.0,Polygon,Râureni,RO,220000,TEL,,
Calea Aradului,21.175504903839045,45.8196698821753,RO,TEL,208872164.0,Polygon,Calea Aradului,RO,220000,TEL,,
Rosiori ,23.22035717135328,47.70876933053899,RO,TEL,182655738.0,Polygon,Roșiori,RO,400000;220000,TEL,,
Mariselu,23.18106513884518,46.6992236342635,RO,TEL,267616969.0,Polygon,Mărișelu,RO,220000,TEL,,
Tihau,23.327566887696737,47.23635336213918,RO,TEL,172029146.0,Polygon,Tihău,RO,220000;110000,TEL,,
Teleajen,26.123387998664896,44.94043637818479,RO,TEL,30621463.0,Polygon,Teleajen,RO,220000,TEL,,
Lotru,23.944003822513555,45.38705014479657,RO,TEL,206558254.0,Polygon,Lotru,RO,220000,TEL,,
Pestis,22.91834758682161,45.79491547512816,RO,TEL,98111242.0,Polygon,Peștiș,RO,220000,TEL,,
Roman Nord,26.92652299672509,46.96123063192499,RO,TEL,234876688.0,Polygon,Roman Nord,RO,400000;110000,TEL,,
Timisoara,21.28146087269773,45.7422971421343,RO,TEL,101258283.0,Polygon,Timișoara,RO,220000;110000,TEL,,
Paroseni,23.265819870026256,45.36541938945741,RO,TEL,1066158995.0,Polygon,Paroșeni,RO,220000,TEL,,
Otelarie H,22.913669900044127,45.78121370151138,RO,TEL,1066409951.0,Polygon,Oțelărie H,RO,220000,TEL,,
Gradiste,24.364408876853226,44.416296800917934,RO,TEL,807600590.0,Polygon,Grădiște,RO,220000;110000,TEL,,
Sibiu Sud,24.194666893102585,45.78549161911413,RO,TEL,196654321.0,Polygon,Sibiu Sud,RO,400000;220000,TEL,,
Calafat,22.95523063795242,43.97212042320106,RO,TEL,108198777.0,Polygon,Calafat,RO,220000,TEL,,
Cetate,23.058822638822488,44.113494167080766,RO,TEL,108198802.0,Polygon,Cetate,RO,220000,TEL,,
Oradea Sud,21.94772237450895,47.02154543818576,RO,TEL,191363648.0,Polygon,Oradea Sud,RO,400000;110000,TEL,,
Rosiori,23.22035717135328,47.70876933053899,RO,TEL,182655738.0,Polygon,Roșiori,RO,400000;220000,TEL,,
Craiova Nord,23.8367952803905,44.36629132772081,RO,TEL,198777681.0,Polygon,Craiova Nord,RO,220000,TEL,,
Fantanele,24.77194164224237,46.42049015505144,RO,TEL,208452701.0,Polygon,Fântânele,RO,220000;110000,TEL,,
Gutinas,26.822245621865967,46.22381422864739,RO,TEL,125672002.0,Polygon,Gutinaș,RO,400000;220000;110000,TEL,,
Hasdat,22.91634236138532,45.73519649669094,RO,TEL,71212865.0,Polygon,Hășdat,RO,220000,TEL,,
Targu Jiu Nord,23.31843883183594,45.07464056020785,RO,TEL,278910976.0,Polygon,Târgu Jiu Nord,RO,220000,TEL,,
Filesti,28.01669461424673,45.43655603139196,RO,TEL,1066402288.0,Polygon,Filesti,RO,220000,TEL,,
Salaj,23.04915256534062,47.217620047454254,RO,TEL,173082012.0,Polygon,Transelectrica Sălaj,RO,220000;110000,Transelectrica,,
Stuparei,24.274613624893604,45.01205547903412,RO,TEL,208294493.0,Polygon,Stupărei,RO,220000;110000,TEL,,
Ungheni,24.479636766262427,46.495265929396496,RO,TEL,97334781.0,Polygon,Ungheni,RO,220000;110000,TEL,,
Iernut,24.18299356428424,46.46617943259868,RO,TEL,234876695.0,Polygon,Iernut,RO,400000;220000;110000,TEL,,
Rahman,28.24402265065914,44.79757949916442,RO,TEL,320998590.0,Polygon,Rahman,RO,400000,TEL,,
Resita ,21.921376082881167,45.34535123719548,RO,TEL,208263464.0,Polygon,Reșița,RO,220000,TEL,,
Brasov,25.64201531081573,45.68021223928651,RO,TEL,179934195.0,Polygon,Brașov,RO,400000;110000,Transelectrica,,
Stupina,28.198753121835825,44.55831264522662,RO,TEL,1066425189.0,Polygon,Stupina,RO,400000,TEL,,
Galceag,23.59536314513973,45.671171866277184,RO,TEL,196654364.0,Polygon,Gâlceag,RO,220000,TEL,,
Medgidia Sud,28.26225184700326,44.2309795404115,RO,TEL,100961766.0,Polygon,Medgidia Sud,RO,400000,TEL,,
Tariverde,28.628059154094867,44.58471506334331,RO,TEL,288598261.0,Polygon,Tariverde,RO,400000,,,
Stejaru,26.17680751121916,46.9214797055902,RO,TEL,208045778.0,Polygon,Stejaru,RO,220000;110000,TEL,,
Vetis,22.81124637225542,47.77318152032281,RO,TEL,594973742.0,Polygon,Vetiș,RO,220000;110000,TEL,,
FAI,27.48065694316052,47.17795038871344,RO,TEL,202461729.0,Polygon,FAI,RO,220000,TEL,,
Timisoara ,21.28146087269773,45.7422971421343,RO,TEL,101258283.0,Polygon,Timișoara,RO,220000;110000,TEL,,
Targiu Jiu Nord,23.31843883183594,45.07464056020785,RO,TEL,278910976.0,Polygon,Târgu Jiu Nord,RO,220000,TEL,,
Gura Ialomitei,27.7645995822388,44.6938089785144,RO,TEL,232578495.0,Polygon,Gura Ialomiței,RO,400000;110000,,,
Targoviste A,25.427185227584904,44.892720987313744,RO,TEL,97872423.0,Polygon,Târgoviște,RO,220000,TEL,,
Gheorgheni,25.57153405522184,46.70897373823493,RO,TEL,266629200.0,Polygon,Gheorgheni,RO,220000;110000,TEL,,
Sacalaz,21.15884935343201,45.76032702780132,RO,TEL,208872170.0,Polygon,Săcălaz,RO,220000;110000,TEL,,
Smardan ,27.95159554075024,45.464273964856645,RO,TEL,196723098.0,Polygon,Smârdan,RO,400000,TEL,,
Baia Mare 3,23.60006746473808,47.63360075861581,RO,TEL,200720497.0,Polygon,Baia Mare,RO,220000;110000,TEL,,
Pitesti Sud,24.942593973341097,44.786575792537846,RO,TEL,210609562.0,Polygon,Pitești Sud,RO,220000,TEL,,
Sugag,23.63557983226216,45.76123899387773,RO,TEL,196654362.0,Polygon,Șugag,RO,220000,TEL,,
Portile de Fier,22.53886411495268,44.67241119823274,RO,TEL,228718321.0,Polygon,Portile de Fier,RO,400000;220000,,,
Baru Mare,23.142244766756505,45.480064011499714,RO,TEL,1066153075.0,Polygon,Baru Mare,RO,220000,TEL,,
Bucuresti Sud,26.15600615171906,44.40267201564828,RO,TEL,23575521.0,Polygon,Stația București Sud,RO,400000;220000;110000,Transelectrica,,
Cluj Floresti,23.459877536393293,46.73982457009321,RO,TEL,198283094.0,Polygon,Cluj Florești,RO,220000;110000,Transelectrica,,
Arefu,24.636866066239687,45.327053582856,RO,TEL,210831971.0,Polygon,Arefu,RO,220000,TEL,,
Stalpu,26.71667312051004,45.07603523906601,RO,TEL,198310955.0,Polygon,Stalpu,RO,220000,TEL,,
Slatina,24.39420365397544,44.45082561495568,RO,TEL,198777633.0,Polygon,Slatina,RO,400000;220000,TEL,,
Tantareni,23.490347117419446,44.613251602436655,RO,TEL,199657990.0,Polygon,Ţânţăreni,RO,400000,TEL,,
Portile de Fier ,22.53886411495268,44.67241119823274,RO,TEL,228718321.0,Polygon,Portile de Fier,RO,400000;220000,,,
